URL,title
https://www.cnn.com/2021/10/25/politics/capitol-police-january-6-oig-report/index.html,"Capitol Police division protecting congressional leadership was unprepared for January 6, department watchdog says"
https://www.cnn.com/2021/10/25/politics/manchin-biden-agenda-deal/index.html,"Manchin sees deal on Biden agenda this week, resists Medicare expansion"
https://www.cnn.com/2021/10/25/politics/2022-election-issue-inflation/index.html,The sneaky biggest issue of the 2022 election
https://www.cnn.com/2021/10/25/politics/facebook-papers-what-matters/index.html,The Facebook Papers: What you need to know
https://www.cnn.com/2021/10/25/politics/letter-from-families-of-detained-americans/index.html,Family members of Americans detained abroad call on Biden administration to do more
https://www.cnn.com/2021/10/25/politics/biden-new-jersey-negotiations/index.html,Biden pitches spending plans in New Jersey ahead of key week for Hill negotiations
https://www.cnn.com/2021/10/25/politics/border-facebook/index.html,House Oversight report shows inadequate discipline for border agents connected to offensive Facebook groups
https://www.cnn.com/2021/10/25/politics/joe-biden-agenda-state-of-play-october-25/index.html,Democrats drive toward a scaled back $1.75 trillion spending agreement
https://www.cnn.com/2021/10/25/politics/affordable-care-act-open-enrollment-2022/index.html,"Lower premiums, more choices on Obamacare exchanges for 2022 as Democrats battle to extend generous subsidies"
https://www.cnn.com/2021/10/24/politics/pell-grant-free-community-college-biden/index.html,"Free community college is out of Biden's plan, but a bigger Pell grant could still help cut costs"
https://www.cnn.com/2021/10/24/politics/joe-biden-child-tax-credit/index.html,"Biden's Child Tax Credit seems like it should be a political slam dunk, but it's getting scaled back anyway"
https://www.cnn.com/2021/10/24/politics/clarence-thomas-through-the-years/index.html,The quotable words of Supreme Court Justice Clarence Thomas
https://www.cnn.com/2021/10/24/politics/facebook-blumenthal-government-regulation-cnntv/index.html,Blumenthal says Facebook's calls for regulation are the 'height of disingenuousness'
https://www.cnn.com/2021/10/24/politics/afghanistan-zalmay-khalilzad-reason-he-quit/index.html,Former Afghanistan envoy says he quit because debate wasn't rooted in reality
https://www.cnn.com/2021/10/24/politics/nancy-pelosi-spending-bill-cnntv/index.html,Pelosi says Democrats plan to have 'agreement' on spending bill and vote on bipartisan infrastructure bill in the next week
https://www.cnn.com/2021/10/24/politics/mcauliffe-abrams-virginia-election/index.html,"McAuliffe, Abrams warn Virginians that commonwealth could look like Texas, Georgia with Youngkin win"
https://www.cnn.com/2021/10/24/politics/sean-parnell-pennsylvania-senate-race/index.html,Trump pick's messy personal life worries Senate Republicans desperate to hold on to Pennsylvania seat
https://www.cnn.com/2021/10/24/politics/nancy-pelosi-debt-ceiling-reconciliation-cnntv/index.html,Pelosi floats Democrats acting alone as 'one path' to raising debt ceiling but still hopes for bipartisanship
